,lines,chars,avg_word_length
909,"des Bundeskanzlers, die Auflösung des Bundestages gemäß Artikel 63 und das Ersuchen gemäß Artikel 69 Abs.",105,5.625
910,3.,2,2.0
911,Art 59 ,7,3.0
912,,0,0.0
913, ,1,1.0
914,,0,0.0
915,(1) Der Bundespräsident vertritt den Bund völkerrechtlich. Er schließt im Namen des Bundes die Verträge mit,107,5.75
916,auswärtigen Staaten. Er beglaubigt und empfängt die Gesandten.,62,6.875
917,"(2) Verträge, welche die politischen Beziehungen des Bundes regeln oder sich auf Gegenstände",92,6.153846153846154
918,"der Bundesgesetzgebung beziehen, bedürfen der Zustimmung oder der Mitwirkung der jeweils",88,7.090909090909091
919,für die Bundesgesetzgebung zuständigen Körperschaften in der Form eines Bundesgesetzes. Für,91,7.363636363636363
920,Verwaltungsabkommen gelten die Vorschriften über die Bundesverwaltung entsprechend.,83,9.5
921,Art 59a (weggefallen),21,10.0
922,Art 60 ,7,3.0
923,,0,0.0
924, ,1,1.0
925,,0,0.0
926,"(1) Der Bundespräsident ernennt und entläßt die Bundesrichter, die Bundesbeamten, die Offiziere und",99,6.6923076923076925
927,"Unteroffiziere, soweit gesetzlich nichts anderes bestimmt ist.",62,8.0
928,,0,0.0
929,- Seite 15 von 50 -,19,2.3333333333333335
930,,0,0.0
931,Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz,72,7.111111111111111
932,sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de,60,7.714285714285714
933,,0,0.0
934,(2) Er übt im Einzelfalle für den Bund das Begnadigungsrecht aus.,65,5.0
935,(3) Er kann diese Befugnisse auf andere Behörden übertragen.,60,5.777777777777778
936,(4) Die Absätze 2 bis 4 des Artikels 46 finden auf den Bundespräsidenten entsprechende Anwendung.,97,5.533333333333333
937,Art 61 ,7,3.0
938,,0,0.0
939, ,1,1.0
940,,0,0.0
941,(1) Der Bundestag oder der Bundesrat können den Bundespräsidenten wegen vorsätzlicher Verletzung des,100,6.769230769230769
942,Grundgesetzes oder eines anderen Bundesgesetzes vor dem Bundesverfassungsgericht anklagen. Der Antrag auf,105,7.833333333333333
943,Erhebung der Anklage muß von mindestens einem Viertel der Mitglieder des Bundestages oder einem Viertel der,107,5.75
944,Stimmen des Bundesrates gestellt werden. Der Beschluß auf Erhebung der Anklage bedarf der Mehrheit von zwei,107,5.75
945,Dritteln der Mitglieder des Bundestages oder von zwei Dritteln der Stimmen des Bundesrates. Die Anklage wird,108,5.8125
946,von einem Beauftragten der anklagenden Körperschaft vertreten.,62,8.0
947,"(2) Stellt das Bundesverfassungsgericht fest, daß der Bundespräsident einer vorsätzlichen Verletzung des",104,7.75
948,"Grundgesetzes oder eines anderen Bundesgesetzes schuldig ist, so kann es ihn des Amtes für verlustig erklären.",110,5.9375
949,"Durch einstweilige Anordnung kann es nach der Erhebung der Anklage bestimmen, daß er an der Ausübung",100,5.3125
950,seines Amtes verhindert ist.,28,6.25
951,,0,0.0
952,VI.,3,3.0
953,Die Bundesregierung,19,9.0
954,Art 62 ,7,3.0
955,,0,0.0
956, ,1,1.0
957,,0,0.0
958,Die Bundesregierung besteht aus dem Bundeskanzler und aus den Bundesministern.,78,6.9
959,Art 63 ,7,3.0
960,,0,0.0
961, ,1,1.0
962,,0,0.0
963,(1) Der Bundeskanzler wird auf Vorschlag des Bundespräsidenten vom Bundestage ohne Aussprache gewählt.,102,6.923076923076923
964,"(2) Gewählt ist, wer die Stimmen der Mehrheit der Mitglieder des Bundestages auf sich vereinigt. Der Gewählte",109,5.470588235294118
965,ist vom Bundespräsidenten zu ernennen.,38,6.8
966,"(3) Wird der Vorgeschlagene nicht gewählt, so kann der Bundestag binnen vierzehn Tagen nach dem Wahlgange",105,5.625
967,mit mehr als der Hälfte seiner Mitglieder einen Bundeskanzler wählen.,69,6.0
968,"(4) Kommt eine Wahl innerhalb dieser Frist nicht zustande, so findet unverzüglich ein neuer Wahlgang statt,",107,5.75
969,"in dem gewählt ist, wer die meisten Stimmen erhält. Vereinigt der Gewählte die Stimmen der Mehrheit der",103,5.117647058823529
970,"Mitglieder des Bundestages auf sich, so muß der Bundespräsident ihn binnen sieben Tagen nach der Wahl",101,5.375
971,"ernennen. Erreicht der Gewählte diese Mehrheit nicht, so hat der Bundespräsident binnen sieben Tagen",100,6.214285714285714
972,entweder ihn zu ernennen oder den Bundestag aufzulösen.,55,6.0
973,Art 64 ,7,3.0
974,,0,0.0
975, ,1,1.0
976,,0,0.0
977,(1) Die Bundesminister werden auf Vorschlag des Bundeskanzlers vom Bundespräsidenten ernannt und,96,7.083333333333333
978,entlassen.,10,10.0
979,(2) Der Bundeskanzler und die Bundesminister leisten bei der Amtsübernahme vor dem Bundestage den in,100,5.733333333333333
980,Artikel 56 vorgesehenen Eid.,28,6.25
981,Art 65 ,7,3.0
982,,0,0.0
983, ,1,1.0
984,,0,0.0
985,Der Bundeskanzler bestimmt die Richtlinien der Politik und trägt dafür die Verantwortung. Innerhalb dieser,106,6.642857142857143
986,Richtlinien leitet jeder Bundesminister seinen Geschäftsbereich selbständig und unter eigener Verantwortung.,108,8.909090909090908
987,Über Meinungsverschiedenheiten zwischen den Bundesministern entscheidet die Bundesregierung.,92,10.625
988,Der Bundeskanzler leitet ihre Geschäfte nach einer von der Bundesregierung beschlossenen und vom,96,6.461538461538462
989,Bundespräsidenten genehmigten Geschäftsordnung.,47,15.0
990,Art 65a ,8,3.5
991,,0,0.0
992, ,1,1.0
993,,0,0.0
994,(1) Der Bundesminister für Verteidigung hat die Befehls- und Kommandogewalt über die Streitkräfte.,98,6.615384615384615
995,,0,0.0
996,- Seite 16 von 50 -,19,2.3333333333333335
997,,0,0.0
998,Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz,72,7.111111111111111
999,sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de,60,7.714285714285714
1000,,0,0.0
1001,(2) (weggefallen),17,8.0
1002,Art 66 ,7,3.0
1003,,0,0.0
1004, ,1,1.0
1005,,0,0.0
1006,"Der Bundeskanzler und die Bundesminister dürfen kein anderes besoldetes Amt, kein Gewerbe und keinen Beruf",106,6.133333333333334
1007,ausüben und weder der Leitung noch ohne Zustimmung des Bundestages dem Aufsichtsrate eines auf Erwerb,101,5.8
1008,gerichteten Unternehmens angehören.,35,11.0
1009,Art 67 ,7,3.0
1010,,0,0.0
1011, ,1,1.0
1012,,0,0.0
1013,"(1) Der Bundestag kann dem Bundeskanzler das Mißtrauen nur dadurch aussprechen, daß er mit der Mehrheit",103,5.5
1014,"seiner Mitglieder einen Nachfolger wählt und den Bundespräsidenten ersucht, den Bundeskanzler zu entlassen.",107,7.3076923076923075
1015,Der Bundespräsident muß dem Ersuchen entsprechen und den Gewählten ernennen.,76,6.7
1016,(2) Zwischen dem Antrage und der Wahl müssen achtundvierzig Stunden liegen.,75,5.909090909090909
1017,Art 68 ,7,3.0
1018,,0,0.0
1019, ,1,1.0
1020,,0,0.0
1021,"(1) Findet ein Antrag des Bundeskanzlers, ihm das Vertrauen auszusprechen, nicht die Zustimmung der Mehrheit",108,6.266666666666667
1022,"der Mitglieder des Bundestages, so kann der Bundespräsident auf Vorschlag des Bundeskanzlers binnen",99,6.6923076923076925
1023,"einundzwanzig Tagen den Bundestag auflösen. Das Recht zur Auflösung erlischt, sobald der Bundestag mit der",106,6.133333333333334
1024,Mehrheit seiner Mitglieder einen anderen Bundeskanzler wählt.,61,7.857142857142857
1025,(2) Zwischen dem Antrage und der Abstimmung müssen achtundvierzig Stunden liegen.,81,6.454545454545454
1026,Art 69 ,7,3.0
1027,,0,0.0
1028, ,1,1.0
1029,,0,0.0
1030,(1) Der Bundeskanzler ernennt einen Bundesminister zu seinem Stellvertreter.,76,7.555555555555555
1031,(2) Das Amt des Bundeskanzlers oder eines Bundesministers endigt in jedem Falle mit dem Zusammentritt,101,5.8
1032,"eines neuen Bundestages, das Amt eines Bundesministers auch mit jeder anderen Erledigung des Amtes des",102,5.866666666666666
1033,Bundeskanzlers.,15,15.0
1034,"(3) Auf Ersuchen des Bundespräsidenten ist der Bundeskanzler, auf Ersuchen des Bundeskanzlers oder des",102,6.357142857142857
1035,"Bundespräsidenten ein Bundesminister verpflichtet, die Geschäfte bis zur Ernennung seines Nachfolgers",101,8.272727272727273
1036,weiterzuführen.,15,15.0
1037,,0,0.0
1038,VII.,4,4.0
1039,Die Gesetzgebung des Bundes,27,6.0
1040,Art 70 ,7,3.0
1041,,0,0.0
1042, ,1,1.0
1043,,0,0.0
1044,"(1) Die Länder haben das Recht der Gesetzgebung, soweit dieses Grundgesetz nicht dem Bunde",90,5.5
1045,Gesetzgebungsbefugnisse verleiht.,33,16.0
1046,(2) Die Abgrenzung der Zuständigkeit zwischen Bund und Ländern bemißt sich nach den Vorschriften dieses,103,5.933333333333334
1047,Grundgesetzes über die ausschließliche und die konkurrierende Gesetzgebung.,75,8.5
1048,Art 71 ,7,3.0
1049,,0,0.0
1050, ,1,1.0
1051,,0,0.0
1052,Im Bereiche der ausschließlichen Gesetzgebung des Bundes haben die Länder die Befugnis zur Gesetzgebung,103,6.428571428571429
1053,"nur, wenn und soweit sie hierzu in einem Bundesgesetze ausdrücklich ermächtigt werden.",86,6.25
1054,Art 72 ,7,3.0
1055,,0,0.0
1056, ,1,1.0
1057,,0,0.0
1058,"(1) Im Bereich der konkurrierenden Gesetzgebung haben die Länder die Befugnis zur Gesetzgebung, solange und",107,6.2
1059,soweit der Bund von seiner Gesetzgebungszuständigkeit nicht durch Gesetz Gebrauch gemacht hat.,94,6.916666666666667
1060,"(2) Auf den Gebieten des Artikels 74 Abs. 1 Nr. 4, 7, 11, 13, 15, 19a, 20, 22, 25 und 26 hat der Bund das",105,3.24
1061,"Gesetzgebungsrecht, wenn und soweit die Herstellung gleichwertiger Lebensverhältnisse im Bundesgebiet",101,9.2
1062,oder die Wahrung der Rechts- oder Wirtschaftseinheit im gesamtstaatlichen Interesse eine bundesgesetzliche,106,7.916666666666667
1063,Regelung erforderlich macht.,28,8.666666666666666
1064,,0,0.0
1065,- Seite 17 von 50 -,19,2.3333333333333335
1066,,0,0.0
1067,Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz,72,7.111111111111111
1068,sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de,60,7.714285714285714
1069,,0,0.0
1070,"(3) Hat der Bund von seiner Gesetzgebungszuständigkeit Gebrauch gemacht, können die Länder durch Gesetz",103,6.428571428571429
1071,hiervon abweichende Regelungen treffen über:,44,8.0
1072,1.   das Jagdwesen (ohne das Recht der Jagdscheine);,52,5.625
1073,"2.   den Naturschutz und die Landschaftspflege (ohne die allgemeinen Grundsätze des Naturschutzes, das",102,6.923076923076923
1074,Recht des Artenschutzes oder des Meeresnaturschutzes);,54,8.166666666666666
1075, ,1,1.0
1076,,0,0.0
1077,3.   die Bodenverteilung;,25,7.666666666666667
1078, ,1,1.0
1079,,0,0.0
1080,4.   die Raumordnung;,21,6.333333333333333
1081, ,1,1.0
1082,,0,0.0
1083,5.   den Wasserhaushalt (ohne stoff- oder anlagenbezogene Regelungen);,70,7.875
1084, ,1,1.0
1085,,0,0.0
1086,6.   die Hochschulzulassung und die Hochschulabschlüsse.,56,8.5
1087, ,1,1.0
1088,,0,0.0
1089,"Bundesgesetze auf diesen Gebieten treten frühestens sechs Monate nach ihrer Verkündung in Kraft, soweit nicht",109,6.333333333333333
1090,mit Zustimmung des Bundesrates anderes bestimmt ist. Auf den Gebieten des Satzes 1 geht im Verhältnis von,105,5.235294117647059
1091,Bundes- und Landesrecht das jeweils spätere Gesetz vor.,55,6.0
1092, ,1,1.0
1093,,0,0.0
1094,"(4) Durch Bundesgesetz kann bestimmt werden, daß eine bundesgesetzliche Regelung, für die eine",94,6.3076923076923075
1095,"Erforderlichkeit im Sinne des Absatzes 2 nicht mehr besteht, durch Landesrecht ersetzt werden kann.",99,6.142857142857143
1096,Art 73 ,7,3.0
1097,,0,0.0
1098, ,1,1.0
1099,,0,0.0
1100,(1) Der Bund hat die ausschließliche Gesetzgebung über:,55,6.0
1101,1.  ,4,4.0
1102,2.  ,4,4.0
1103,3.  ,4,4.0
1104,4.  ,4,4.0
1105,5.  ,4,4.0
1106,,0,0.0
1107,die auswärtigen Angelegenheiten sowie die Verteidigung einschließlich des Schutzes der Zivilbevölkerung;,104,8.545454545454545
1108,die Staatsangehörigkeit im Bunde;,33,7.5
1109, ,1,1.0
1110,,0,0.0
1111,"die Freizügigkeit, das Paßwesen, das Melde- und Ausweiswesen, die Ein- und Auswanderung und die",95,5.857142857142857
1112,Auslieferung;,13,13.0
1113, ,1,1.0
1114,,0,0.0
1115,"das Währungs-, Geld- und Münzwesen, Maße und Gewichte sowie die Zeitbestimmung;",79,6.2727272727272725
1116, ,1,1.0
1117,,0,0.0
1118,"die Einheit des Zoll- und Handelsgebietes, die Handels- und Schiffahrtsverträge, die Freizügigkeit des",102,6.923076923076923
1119,Warenverkehrs und den Waren- und Zahlungsverkehr mit dem Auslande einschließlich des Zoll- und,94,6.3076923076923075
1120,Grenzschutzes;,14,14.0
1121, ,1,1.0
1122,,0,0.0
1123,5a.   den Schutz deutschen Kulturgutes gegen Abwanderung ins Ausland;,69,6.777777777777778
1124, ,1,1.0
1125,,0,0.0
1126,6.  ,4,4.0
1127,,0,0.0
1128,den Luftverkehr;,16,7.5
1129, ,1,1.0
1130,,0,0.0
1131,"6a.   den Verkehr von Eisenbahnen, die ganz oder mehrheitlich im Eigentum des Bundes stehen (Eisenbahnen",104,6.0
1132,"des Bundes), den Bau, die Unterhaltung und das Betreiben von Schienenwegen der Eisenbahnen des",94,5.785714285714286
1133,Bundes sowie die Erhebung von Entgelten für die Benutzung dieser Schienenwege;,78,6.181818181818182
1134, ,1,1.0
1135,,0,0.0
1136,7.  ,4,4.0
1137,8.  ,4,4.0
1138,9.  ,4,4.0
1139,,0,0.0
1140,das Postwesen und die Telekommunikation;,40,7.2
1141, ,1,1.0
1142,,0,0.0
1143,die Rechtsverhältnisse der im Dienste des Bundes und der bundesunmittelbaren Körperschaften des,95,7.0
1144,öffentlichen Rechtes stehenden Personen;,40,9.25
1145, ,1,1.0
1146,,0,0.0
1147,"den gewerblichen Rechtsschutz, das Urheberrecht und das Verlagsrecht;",69,7.75
1148, ,1,1.0
1149,,0,0.0
1150,"9a.   die Abwehr von Gefahren des internationalen Terrorismus durch das Bundeskriminalpolizeiamt in Fällen,",107,7.3076923076923075
1151,"in denen eine länderübergreifende Gefahr vorliegt, die Zuständigkeit einer Landespolizeibehörde nicht",101,8.272727272727273
1152,erkennbar ist oder die oberste Landesbehörde um eine Übernahme ersucht;,71,6.2
1153, ,1,1.0
1154,,0,0.0
1155,10.   die Zusammenarbeit des Bundes und der Länder,50,5.375
1156, ,1,1.0
1157,,0,0.0
1158,"a)   in der Kriminalpolizei,",28,6.25
1159,"b)   zum Schutze der freiheitlichen demokratischen Grundordnung, des Bestandes und der Sicherheit",97,7.166666666666667
1160,des Bundes oder eines Landes (Verfassungsschutz) und,52,6.571428571428571
1161, ,1,1.0
1162,,0,0.0
1163,"c)   zum Schutze gegen Bestrebungen im Bundesgebiet, die durch Anwendung von Gewalt oder",88,5.846153846153846
1164,darauf gerichtete Vorbereitungshandlungen auswärtige Belange der Bundesrepublik Deutschland,91,10.5
1165,"gefährden,",10,10.0
1166, ,1,1.0
1167,,0,0.0
1168,sowie die Einrichtung eines Bundeskriminalpolizeiamtes und die internationale Verbrechensbekämpfung;,100,10.222222222222221
1169, ,1,1.0
1170,,0,0.0
1171, ,1,1.0
1172,,0,0.0
1173,11.   die Statistik für Bundeszwecke;,37,6.6
1174,12.   das Waffen- und das Sprengstoffrecht;,43,6.333333333333333
1175, ,1,1.0
1176,,0,0.0
1177, ,1,1.0
1178,,0,0.0
1179,- Seite 18 von 50 -,19,2.3333333333333335
1180,,0,0.0
1181,Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz,72,7.111111111111111
1182,sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de,60,7.714285714285714
1183,,0,0.0
1184,13.   die Versorgung der Kriegsbeschädigten und Kriegshinterbliebenen und die Fürsorge für die ehemaligen,105,7.153846153846154
1185,Kriegsgefangenen;,17,17.0
1186,"14.   die Erzeugung und Nutzung der Kernenergie zu friedlichen Zwecken, die Errichtung und den Betrieb von",106,5.6875
1187,"Anlagen, die diesen Zwecken dienen, den Schutz gegen Gefahren, die bei Freiwerden von Kernenergie",97,6.0
1188,"oder durch ionisierende Strahlen entstehen, und die Beseitigung radioaktiver Stoffe.",84,7.5
1189, ,1,1.0
1190,,0,0.0
1191, ,1,1.0
1192,,0,0.0
1193,(2) Gesetze nach Absatz 1 Nr. 9a bedürfen der Zustimmung des Bundesrates.,73,5.166666666666667
1194,Art 74 ,7,3.0
1195,,0,0.0
1196, ,1,1.0
1197,,0,0.0
1198,(1) Die konkurrierende Gesetzgebung erstreckt sich auf folgende Gebiete:,72,7.111111111111111
1199,1.  ,4,4.0
1200,2.  ,4,4.0
1201,3.  ,4,4.0
1202,4.  ,4,4.0
1203,5.  ,4,4.0
1204,6.  ,4,4.0
1205,7.  ,4,4.0
1206,8.  ,4,4.0
1207,9.  ,4,4.0
1208,10.  ,5,5.0
1209,11.  ,5,5.0
1210,,0,0.0
1211,12.  ,5,5.0
1212,13.  ,5,5.0
1213,14.  ,5,5.0
1214,15.  ,5,5.0
1215,16.  ,5,5.0
1216,17.  ,5,5.0
1217,,0,0.0
1218,18.  ,5,5.0
1219,,0,0.0
1220,19.  ,5,5.0
1221,,0,0.0
1222,19a.  ,6,6.0
1223,20.  ,5,5.0
1224,,0,0.0
1225,21.  ,5,5.0
1226,,0,0.0
1227,"das bürgerliche Recht, das Strafrecht, die Gerichtsverfassung, das gerichtliche Verfahren (ohne das",99,7.333333333333333
1228,"Recht des Untersuchungshaftvollzugs), die Rechtsanwaltschaft, das Notariat und die Rechtsberatung;",98,8.9
1229,das Personenstandswesen;,24,11.5
1230, ,1,1.0
1231,,0,0.0
1232,das Vereinsrecht;,17,8.0
1233, ,1,1.0
1234,,0,0.0
1235,das Aufenthalts- und Niederlassungsrecht der Ausländer;,55,8.333333333333334
1236, ,1,1.0
1237,,0,0.0
1238,(weggefallen),13,13.0
1239, ,1,1.0
1240,,0,0.0
1241,die Angelegenheiten der Flüchtlinge und Vertriebenen;,53,8.0
1242, ,1,1.0
1243,,0,0.0
1244,die öffentliche Fürsorge (ohne das Heimrecht);,46,6.833333333333333
1245, ,1,1.0
1246,,0,0.0
1247,(weggefallen),13,13.0
1248, ,1,1.0
1249,,0,0.0
1250,die Kriegsschäden und die Wiedergutmachung;,43,7.8
1251, ,1,1.0
1252,,0,0.0
1253,die Kriegsgräber und Gräber anderer Opfer des Krieges und Opfer von Gewaltherrschaft;,85,6.166666666666667
1254, ,1,1.0
1255,,0,0.0
1256,"das Recht der Wirtschaft (Bergbau, Industrie, Energiewirtschaft, Handwerk, Gewerbe, Handel, Bankund Börsenwesen, privatrechtliches Versicherungswesen) ohne das Recht des Ladenschlusses, der",189,8.5
1257,"Gaststätten, der Spielhallen, der Schaustellung von Personen, der Messen, der Ausstellungen und der",99,6.6923076923076925
1258,Märkte;,7,7.0
1259, ,1,1.0
1260,,0,0.0
1261,"das Arbeitsrecht einschließlich der Betriebsverfassung, des Arbeitsschutzes und der Arbeitsvermittlung",102,9.3
1262,sowie die Sozialversicherung einschließlich der Arbeitslosenversicherung;,73,11.333333333333334
1263, ,1,1.0
1264,,0,0.0
1265,die Regelung der Ausbildungsbeihilfen und die Förderung der wissenschaftlichen Forschung;,89,8.0
1266, ,1,1.0
1267,,0,0.0
1268,"das Recht der Enteignung, soweit sie auf den Sachgebieten der Artikel 73 und 74 in Betracht kommt;",98,4.823529411764706
1269, ,1,1.0
1270,,0,0.0
1271,"die Überführung von Grund und Boden, von Naturschätzen und Produktionsmitteln in Gemeineigentum",95,7.0
1272,oder in andere Formen der Gemeinwirtschaft;,43,6.333333333333333
1273, ,1,1.0
1274,,0,0.0
1275,die Verhütung des Mißbrauchs wirtschaftlicher Machtstellung;,60,9.166666666666666
1276, ,1,1.0
1277,,0,0.0
1278,"die Förderung der land- und forstwirtschaftlichen Erzeugung (ohne das Recht der Flurbereinigung), die",101,6.846153846153846
1279,"Sicherung der Ernährung, die Ein- und Ausfuhr land- und forstwirtschaftlicher Erzeugnisse, die Hochseeund Küstenfischerei und den Küstenschutz;",143,7.470588235294118
1280, ,1,1.0
1281,,0,0.0
1282,"den städtebaulichen Grundstücksverkehr, das Bodenrecht (ohne das Recht der Erschließungsbeiträge)",97,8.8
1283,"und das Wohngeldrecht, das Altschuldenhilferecht, das Wohnungsbauprämienrecht, das",82,9.375
1284,Bergarbeiterwohnungsbaurecht und das Bergmannssiedlungsrecht;,61,14.5
1285, ,1,1.0
1286,,0,0.0
1287,"Maßnahmen gegen gemeingefährliche oder übertragbare Krankheiten bei Menschen und Tieren,",88,7.9
1288,"Zulassung zu ärztlichen und anderen Heilberufen und zum Heilgewerbe, sowie das Recht des",88,5.846153846153846
1289,"Apothekenwesens, der Arzneien, der Medizinprodukte, der Heilmittel, der Betäubungsmittel und der",96,7.818181818181818
1290,Gifte;,6,6.0
1291, ,1,1.0
1292,,0,0.0
1293,die wirtschaftliche Sicherung der Krankenhäuser und die Regelung der Krankenhauspflegesätze;,92,8.3
1294, ,1,1.0
1295,,0,0.0
1296,"das Recht der Lebensmittel einschließlich der ihrer Gewinnung dienenden Tiere, das Recht der",92,6.153846153846154
1297,"Genussmittel, Bedarfsgegenstände und Futtermittel sowie den Schutz beim Verkehr mit land- und",93,6.833333333333333
1298,"forstwirtschaftlichem Saat- und Pflanzgut, den Schutz der Pflanzen gegen Krankheiten und Schädlinge",99,7.333333333333333
1299,sowie den Tierschutz;,21,6.333333333333333
1300, ,1,1.0
1301,,0,0.0
1302,"die Hochsee- und Küstenschiffahrt sowie die Seezeichen, die Binnenschiffahrt, den Wetterdienst, die",99,7.333333333333333
1303,Seewasserstraßen und die dem allgemeinen Verkehr dienenden Binnenwasserstraßen;,79,9.0
1304, ,1,1.0
1305,,0,0.0
1306, ,1,1.0
1307,,0,0.0
1308,- Seite 19 von 50 -,19,2.3333333333333335
1309,,0,0.0
1310,Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz,72,7.111111111111111
1311,sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de,60,7.714285714285714
1312,,0,0.0
1313,22.  ,5,5.0
1314,,0,0.0
1315,"den Straßenverkehr, das Kraftfahrwesen, den Bau und die Unterhaltung von Landstraßen für den",92,6.153846153846154
1316,Fernverkehr sowie die Erhebung und Verteilung von Gebühren oder Entgelten für die Benutzung,91,6.076923076923077
1317,öffentlicher Straßen mit Fahrzeugen;,36,8.25
1318,,0,0.0
1319,23.  ,5,5.0
1320,,0,0.0
1321,"die Schienenbahnen, die nicht Eisenbahnen des Bundes sind, mit Ausnahme der Bergbahnen;",87,6.333333333333333
1322, ,1,1.0
1323,,0,0.0
1324,24.  ,5,5.0
1325,,0,0.0
1326,"die Abfallwirtschaft, die Luftreinhaltung und die Lärmbekämpfung (ohne Schutz vor",81,7.2
1327,verhaltensbezogenem Lärm);,26,12.5
1328, ,1,1.0
1329,,0,0.0
1330,25.  ,5,5.0
1331,,0,0.0
1332,die Staatshaftung;,18,8.5
1333, ,1,1.0
1334,,0,0.0
1335,26.  ,5,5.0
1336,,0,0.0
1337,"die medizinisch unterstützte Erzeugung menschlichen Lebens, die Untersuchung und die künstliche",95,7.7272727272727275
1338,"Veränderung von Erbinformationen sowie Regelungen zur Transplantation von Organen, Geweben und",94,7.636363636363637
1339,Zellen;,7,7.0
1340, ,1,1.0
1341,,0,0.0
1342,27.  ,5,5.0
1343,,0,0.0
1344,"die Statusrechte und -pflichten der Beamten der Länder, Gemeinden und anderen Körperschaften des",96,6.461538461538462
1345,"öffentlichen Rechts sowie der Richter in den Ländern mit Ausnahme der Laufbahnen, Besoldung und",95,5.857142857142857
1346,Versorgung;,11,11.0
1347, ,1,1.0
1348,,0,0.0
1349,28.  ,5,5.0
1350,,0,0.0
1351,das Jagdwesen;,14,6.5
1352, ,1,1.0
1353,,0,0.0
1354,29.  ,5,5.0
1355,,0,0.0
1356,den Naturschutz und die Landschaftspflege;,42,7.6
1357, ,1,1.0
1358,,0,0.0
1359,30.  ,5,5.0
1360,,0,0.0
1361,die Bodenverteilung;,20,9.5
1362, ,1,1.0
1363,,0,0.0
1364,31.  ,5,5.0
1365,,0,0.0
1366,die Raumordnung;,16,7.5
1367, ,1,1.0
1368,,0,0.0
1369,32.  ,5,5.0
1370,,0,0.0
1371,den Wasserhaushalt;,19,9.0
1372, ,1,1.0
1373,,0,0.0
1374,33.  ,5,5.0
1375,,0,0.0
1376,die Hochschulzulassung und die Hochschulabschlüsse.,51,9.4
1377, ,1,1.0
1378,,0,0.0
1379, ,1,1.0
1380,,0,0.0
1381,(2) Gesetze nach Absatz 1 Nr. 25 und 27 bedürfen der Zustimmung des Bundesrates.,80,4.785714285714286
1382,Art 74a und 75 (weggefallen),28,6.25
1383,Art 76 ,7,3.0
1384,,0,0.0
1385, ,1,1.0
1386,,0,0.0
1387,"(1) Gesetzesvorlagen werden beim Bundestage durch die Bundesregierung, aus der Mitte des Bundestages oder",105,6.571428571428571
1388,durch den Bundesrat eingebracht.,32,7.25
1389,"(2) Vorlagen der Bundesregierung sind zunächst dem Bundesrat zuzuleiten. Der Bundesrat ist berechtigt,",102,6.923076923076923
1390,"innerhalb von sechs Wochen zu diesen Vorlagen Stellung zu nehmen. Verlangt er aus wichtigem Grunde,",99,5.666666666666667
1391,"insbesondere mit Rücksicht auf den Umfang einer Vorlage, eine Fristverlängerung, so beträgt die Frist neun",106,6.133333333333334
1392,"Wochen. Die Bundesregierung kann eine Vorlage, die sie bei der Zuleitung an den Bundesrat ausnahmsweise",103,5.933333333333334
1393,"als besonders eilbedürftig bezeichnet hat, nach drei Wochen oder, wenn der Bundesrat ein Verlangen nach Satz",108,5.8125
1394,"3 geäußert hat, nach sechs Wochen dem Bundestag zuleiten, auch wenn die Stellungnahme des Bundesrates",101,5.8
1395,noch nicht bei ihr eingegangen ist; sie hat die Stellungnahme des Bundesrates unverzüglich nach Eingang,103,5.933333333333334
1396,dem Bundestag nachzureichen. Bei Vorlagen zur Änderung dieses Grundgesetzes und zur Übertragung von,99,6.6923076923076925
1397,Hoheitsrechten nach Artikel 23 oder Artikel 24 beträgt die Frist zur Stellungnahme neun Wochen; Satz 4 findet,109,5.470588235294118
1398,keine Anwendung.,16,7.5
1399,(3) Vorlagen des Bundesrates sind dem Bundestag durch die Bundesregierung innerhalb von sechs Wochen,100,6.214285714285714
1400,"zuzuleiten. Sie soll hierbei ihre Auffassung darlegen. Verlangt sie aus wichtigem Grunde, insbesondere mit",106,6.642857142857143
1401,"Rücksicht auf den Umfang einer Vorlage, eine Fristverlängerung, so beträgt die Frist neun Wochen. Wenn der",106,5.6875
1402,"Bundesrat eine Vorlage ausnahmsweise als besonders eilbedürftig bezeichnet hat, beträgt die Frist drei Wochen",109,6.857142857142857
1403,"oder, wenn die Bundesregierung ein Verlangen nach Satz 3 geäußert hat, sechs Wochen. Bei Vorlagen zur",101,5.375
1404,Änderung dieses Grundgesetzes und zur Übertragung von Hoheitsrechten nach Artikel 23 oder Artikel 24 beträgt,108,6.266666666666667
1405,die Frist neun Wochen; Satz 4 findet keine Anwendung. Der Bundestag hat über die Vorlagen in angemessener,105,5.235294117647059
1406,Frist zu beraten und Beschluß zu fassen.,40,4.857142857142857
1407,Art 77 ,7,3.0
1408,,0,0.0
1409, ,1,1.0
1410,,0,0.0
